CONSULTA/AVALIAÇÃO COM FONOAUDIÓLOGO;541/2022;01/08/2022;;Seg. Ambulatorial;;;REF;;;"CONSULTAS, VISITAS HOSPITALARES OU 
ACOMPANHAMENTO DE PACIENTES";PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS
SESSÃO COM FONOAUDIÓLOGO;541/2022;01/08/2022;;Seg. Ambulatorial;;;REF;;;"CONSULTAS, VISITAS HOSPITALARES OU 
ACOMPANHAMENTO DE PACIENTES";PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS
CONSULTA COM NUTRICIONISTA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatorial;;;REF;;103;"CONSULTAS, VISITAS HOSPITALARES OU 
ACOMPANHAMENTO DE PACIENTES";PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS
CONSULTA/AVALIAÇÃO COM TERAPEUTA OCUPACIONAL;541/2022;01/08/2022;;Seg. Ambulatorial;;;REF;;;"CONSULTAS, VISITAS HOSPITALARES OU 
ACOMPANHAMENTO DE PACIENTES";PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS
SESSÃO COM TERAPEUTA OCUPACIONAL;541/2022;01/08/2022;;Seg. Ambulatorial;;;REF;;;"CONSULTAS, VISITAS HOSPITALARES OU 
ACOMPANHAMENTO DE PACIENTES";PROCEDIMENTOS GERAIS;PROCEDIMENTOS GERAIS
ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE DE MEDULA ÓSSEA;;;;;HCO;HSO;REF;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE HEPÁTICO;546/2022;03/10/2022;;;HCO;HSO;REF;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE RENAL;;;;;HCO;HSO;REF;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE HEPÁTICO NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E 
DO DOADOR";546/2022;03/10/2022;;;HCO;HSO;REF;PAC;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"ACOMPANHAMENTO CLÍNICO DE TRANSPLANTE RENAL NO PERÍODO DE INTERNAÇÃO DO RECEPTOR E DO 
DOADOR";;;;;HCO;HSO;REF;PAC;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CONTROLE DE BIOFILME DENTAL (PLACA BACTERIANA);;;Seg. Odontológica;;;;;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"FORNECIMENTO DE EQUIPAMENTOS COLETORES  E ADJUVANTES PARA COLOSTOMIA, ILEOSTOMIA E 
UROSTOMIA, SONDA VESICAL DE DEMORA E COLETOR DE URINA (COM PROTOCOLO DE UTILIZAÇÃO - 
PROUT)";;;;Seg. Ambulatorial;HCO;HSO;REF;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
PROFILAXIA: POLIMENTO CORONÁRIO;;;Seg. Odontológica;;;;;;;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA ANTINEOPLÁSICA ORAL PARA TRATAMENTO DO CÂNCER (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;64;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TESTE DE PROVOCAÇÃO ORAL COM ALIMENTOS (COM DIRETRIZ DE UTILIZAÇÃO);536/2022;06/05/2022;;Seg. Ambulatorial;HCO;HSO;REF;;152;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"MEDICAMENTOS PARA O CONTROLE DE EFEITOS ADVERSOS E ADJUVANTES RELACIONADOS A 
TRATAMENTOS ANTINEOPLÁSICOS (COM DIRETRIZ DE UTILIZAÇÃO)";;;;Seg. Ambulatorial;;;REF;PAC;54;AVALIAÇÕES/ACOMPANHAMENTOS;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CARDIOTOCOGRAFIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;MONITORIZAÇÕES;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
HOLTER DE 24 HORAS - 2 OU MAIS CANAIS - ANALÓGICO OU DIGITAL;;;;Seg. Ambulatorial;;;REF;;;MONITORIZAÇÕES;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
MONITORIZAÇÃO NEUROFISIOLÓGICA INTRA-OPERATÓRIA;;;;;HCO;HSO;REF;;;MONITORIZAÇÕES;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
POTENCIAL EVOCADO INTRA-OPERATÓRIO - MONITORIZAÇÃO CIRÚRGICA (PE/IO);;;;;HCO;HSO;REF;;;MONITORIZAÇÕES;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TESTE DE INCLINAÇÃO ORTOSTÁTICA (TILT TEST) - COM DIRETRIZ DE UTILIZAÇÃO;;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;67;MONITORIZAÇÕES;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
ADAPTAÇÃO E TREINAMENTO DE RECURSOS ÓPTICOS;;;;Seg. Ambulatorial;;;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
AMPUTAÇÃO (PREPARAÇÃO DO COTO E TREINAMENTO PROTÉTICO);;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REABILITACAO E REEDUCACAO DE SEQÜELAS EM TRAUMATISMOS E POLITRAUMATIZADOS;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REABILITAÇÃO LABIRÍNTICA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
REABILITAÇÃO PERINEAL/VESICO-URETRAL COM OU SEM BIOFEEDBACK;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUACAÇÃO E REABILITAÇÃO DE QUEIMADOS PARA PREVENÇÃO DE SEQUELAS;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUCAÇÃO E REABILITAÇÃO CARDIOVASCULAR;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA LINFÁTICO E/OU VASCULAR PERIFÉRICO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"REEDUCAÇÃO E REABILITAÇÃO DO SISTEMA MÚSCULO-ESQUELÉTICO POR DISTÚRBIOS CONGÊNITOS OU 
REUMÁTICOS";;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUCAÇÃO E REABILITAÇÃO NEUROLÓGICA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"REEDUCAÇÃO E REABILITAÇÃO TRAUMATO-ORTOPÉDICA (EXCLUI TÉCNICAS CINESIOTERÁPICAS 
ESPECÍFICAS)";;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUCAÇÃO E/OU REABILITAÇÃO DE DISTÚRBIOS CRÂNIO-FACIAIS;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REEDUCAÇÃO E/OU REABILITAÇÃO NOS PROCESSOS INFLAMATÓRIOS PÉLVICOS;;;;Seg. Ambulatorial;HCO;HSO;REF;;;REABILITAÇÃO;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
ACTINOTERAPIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
APLICAÇÃO DE CARIOSTÁTICO (COM DIRETRIZ DE UTILIZAÇÃO);;;Seg. Odontológica;;;;;;79;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
APLICAÇÃO TÓPICA DE VERNIZ FLUORETADO;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
BETATERAPIA;;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
CARDIOVERSÃO QUÍMICA DE ARRITMIA PAROXÍSTA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CATETERISMO VESICAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CERUMEN - REMOÇÃO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CRIOTERAPIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
CURATIVOS EM GERAL COM OU SEM ANESTESIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
DILATAÇÃO URETRAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
INSTILAÇÃO VESICAL OU URETRAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
REMINERALIZAÇÃO DENTÁRIA;;;Seg. Odontológica;;;;;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
SESSÃO DE ACUPUNTURA;;;;Seg. Ambulatorial;;;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
"TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ 
DE UTILIZAÇÃO)";538/2022;22/10/2022;;;HCO;HSO;REF;PAC;153;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE 
UTILIZAÇÃO)";;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;65;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
"TERAPIA IMUNOPROFILÁTICA COM PALIVIZUMABE PARA O VÍRUS SINCICIAL RESPIRATÓRIO - VSR (COM 
DIRETRIZ DE UTILIZAÇÃO)";;;;Seg. Ambulatorial;HCO;HSO;REF;;124;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA INALATÓRIA (NEBULIZAÇÃO);;;;Seg. Ambulatorial;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO PARA DOENÇA DE PAGET;;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA ONCOLÓGICA - PLANEJAMENTO;;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;;;;;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;;;;;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;Seg. Ambulatorial;HCO;HSO;REF;;148;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAIS 
E HOSPITALARES"
AUTONOMIZAÇÃO DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE FACE;;;;Seg. Ambulatorial;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, 
UNHA, ETC";;;;Seg. Ambulatorial;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
CIRURGIA DA HIDROSADENITE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO, 
MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
